year,episode_number,title,airdate,rating,total_votes,desc
2006,287,Shinde mo Keran! Sanji Otoko no Kishidou!,26 Nov. 2006,7.9,(406),"Sanji encounters Kalifa, and because of his vow to rather die than kick a woman, he is defeated easily. Seeing Sanji being defeated and in a horrible condition, Nami decides to take over and fights against Kalifa."
2006,288,Fukurou no Gosan! Ore no Cola wa Inochi no Mizu!,3 Dec. 2006,8.1,(419),Franky gets into a fist fight with Fukuro.
2006,289,Zoro Shinwaza Sakuretsu! Katana no Na wa Sogeking?,10 Dec. 2006,8.1,(424),"Accidentally, Zoro and Usopp get handcuffed together and neither Jabura nor Kaku has the right key to open the handcuff. Thus, Zoro is forced to fight them both by using Usopp as his sword."
2006,290,Seigyo Funou! Chopper Kindan no Rumble,17 Dec. 2006,8.5,(786),"Chopper struggles against Kumadori, and he has reached his limit in using Rumble Balls. But it is impossible for him to win without the power given by his Rumble Ball. So Chopper decides to use Rumble Balls once more and goes totally berserk."
2006,291,Luffy Oyabun Futatabi! Yume ka Utsutsu ka Tomikuji Soudou,24 Dec. 2006,5.9,(370),"In Grand Jipangu in Edo period, a little girl named Rika takes care of an ill man whom she calls Tot-san. Assuming Rika as the daughter, Buggy the Clown kidnaps her. Luffy comes to rescue her."
2007,135,Uwasa no Kaizokugari! Sasurai no Kenshi Zoro,1 Dec. 2002,6.9,(409),"In his quest to repair his katana, Zoro defeats two brother pirates."
2007,139,Niji-iro no Kiri Densetsu! Ruluka Tou no Roujin Henzo,8 Jan. 2003,6.9,(403),"The gang lands in Ruluka island, where they meet old professor Henzo and his lifetime studies about the Rainbow Mist. Sanji fights the son of current mayor Wetton."
2007,140,Eien no Kuni no Juunin! Pumpkin Kaizokudan!,12 Jan. 2003,6.7,(407),"Luffy, Zoro, Ussop, Nico and Professor Henzo enter the Rainbow Mist where they find the Pumpkin Pirates. Meanwhile, Nami, Chopper and Sanji find out that the Going Merry is gone and decide to go after it."
2007,141,Furusato e no Omoi! Dasshutsu Funou no Kaizoku Hakaba!,19 Jan. 2003,6.7,(401),Henzo makes friends with the pumpkin pirates but Rapanui remains distrustful. Luffy and friends try to find the way out from the Rainbow Mist while Nami sails to help them. Sanji and Chopper prepare to fight Wetton's people.
2007,142,Ransen Hisshi! Wetton no Yabou to Niji no Tou,26 Jan. 2003,6.7,(404),"Whetton has the large tower in the city falls into the Rainbow Mist, creating a bridge that connects both world. He and his men then cross the bridge to take the treasures inside."
2007,143,Soshite Densetsu ga Hajimaru! Iza Niji no Kanata e,2 Feb. 2003,7.5,(410),The end of Whetton's tax run.
2007,144,Ubawareta Log! Salvage-ou Mashira!,9 Feb. 2003,7.2,(475),"In order to find the way to the mythical sky island, Skypiea, the Straw Hat Pirates must explore a sunken ship, working around the King of Salvagers, Masira, as well as the dangerous beasts of the deep."
2007,145,Kaibutsu Toujou! Shirohige Ichimi ni wa Te o Dasuna,16 Feb. 2003,7.5,(488),"As if escaping the jaws of a giant sea turtle and dealing with an infuriated Masira weren't enough, the crew also has to contend with monsters that reach up to the sky and blot out the sun! In the meantime, Buggy and his crew have to put up with Portgas D. Ace, second in command to the dangerous Whitebeard!"
2007,146,Yume o Miruna! Azakeri no Machi Mock Town!,23 Feb. 2003,8.0,(512),"The Straw Hat Crew arrives to Jaya and Luffy, Zoro and Nami walk into town to find information about the Sky Island, but on the way they meet $55.000.000-reward pirate Bellamy who mocks about their quest."
2007,147,Kaizoku no Takami! Yume o Kataru Otoko to Kaitei Tansaku Ou,9 Mar. 2003,7.7,(502),"Luffy and Zoro are beaten by Bellamy so they and Nami go back to the ship. Robin finds information about the Sky Island and the crew departs, but they are confronted with pirate Shojo."
2007,148,"Densetsu no Ichizoku! ""Usotsuki Norland""",16 Mar. 2003,7.6,(468),"Luffy and his friends meet Cricket Montblanc, the great-great-grandchild of Norland the Lier, and he tells them the story about the City of Gold."
2007,149,Kumo Kaji Ippai! Southbird o Oe!,23 Mar. 2003,7.4,(457),"The crew is ordered by Cricket to find a Southbird, because otherwise they will not be able to orient in the open sea. Bellamy arrives at the diver's house."
2007,150,Yume wa Kanawanai!? Bellamy VS Saruyama Rengou,13 Apr. 2003,8.1,(499),Bellamy steals the Sarumaya Alliance gold while the crew is hunting a Southbird. Luffy goes after Bellamy.
2007,151,Ichioku no Otoko! Sekai Saikou Kenryoku to Kaizoku Kurohige,20 Apr. 2003,9.3,"(2,124)",Luffy defeats Bellamy and recovers Cricket's gold.
2007,152,Fune wa Sora o Yuku! Knock-Up Stream ni Nore,27 Apr. 2003,8.2,(527),The Gold Merry is repaired and the crew sails to meet the Knock Up Stream and find the Sky Island. Blackbeard goes after Luffy.
2007,153,Koko wa Sora no Umi! Sora no Kishi to Tengoku no Mon,4 May 2003,7.7,(460),"wandering trough the Sea of the Sky, the crew meets Gan Fall, the Knight of the Sky. He saves them from the attack of a treasure hunter. Later, they find the way up to the White White Sea."
2007,154,Kami no Kuni Skypiea! Kumo no Nagisa no Tenshi-tachi,11 May 2003,7.5,(466),"The Straw Hat Crew arrives to Skypiea, where they meet angels Conis and her father Pagaya. Nami gets lost while trying to drive the Waver."
2007,155,Kindan no Seichi! Kami no Sumu Shima to Ten no Sabaki!,18 May 2003,7.4,(458),Nami meets some mysterious warriors in the Forbidden Island while Pagaya tries to repair the old Waver the crew found in the Lower World. The White Berets go after the pirates for their illegal enter into Skypiea.
2007,156,Hayaku mo Hanzaisha!? Skypiea no Hou no Bannin,8 Jun. 2003,7.5,(459),The White Berets try to force the crew to pay the fee while Nami is returning from the Forbidden Island. They fight and defeat the Berets and become class 2 criminals.
2007,292,Oshiro de Mochimaki Dai Race! Akai Hana no Inbou,7 Jan. 2007,5.7,(414),"The Great Mochimaki Race, a festival about who can catch a Mochimaki with a great treasure inside, is running, but Buggy has a conspiracy for stealing the treasure before the festival starts."
2007,293,Awa Tsukai Kalifa! Nami ni Semaru Sekken no Wana,14 Jan. 2007,7.9,(416),"Chopper in his Monster Point easily defeats Kumadori. Nami has trouble with Kalifa's Devil fruit. Meanwhile, Luffy finally catches up with Spandam, Rob Lucci, and Nico Robin."
2007,294,Hibikiwataru Kyouhou! Hatsudou Buster Call,21 Jan. 2007,8.0,(411),"While bragging to Nico Robin, Spandam accidentally invokes the Buster Call. Meanwhile, the rematch between Monkey D. Luffy and Rob Lucci finally begins."
2007,295,Gonin no Nami? Hangeki wa Shinkirou to Tomo ni!,28 Jan. 2007,7.7,(394),"As the battle between the Straw Hats and CP9 rages on. Nami finds a weakness of Kalifa's ability: water. After returning herself to normal, she then uses her Perfect Clima-tact to duplicate herself by five."
2007,296,Nami no Ketsudan! Bousou Chopper o Ute!,4 Feb. 2007,8.1,(427),"Nami ends her fight with Kalifa. Franky shoots Chopper down into the sea, while Zoro and Sogeking are set free."
2007,297,Kariudo Sanji Toujou? Usotsuki Ookami ni Okuru Banka,11 Feb. 2007,8.1,(414),"Sogeking gets beaten up by Jabra and is saved at the last second by Sanji, who then fights Jabra. While Zoro and Kaku continue their fight, Franky tries to catch up with Robin."
2007,298,Shakunetsu no Keri! Sanji Ashiwaza no Full Course,25 Feb. 2007,8.5,(741),"Sanji seems to be at a disadvantage due to the active use of Tekkai Kenpo by Jabra, however he uses various kicks from a newly introduced technique called ""Diable Jambe"", which he uses to finish off Jabra."
2007,299,Hakujin no Moushuu! Zoro Tai Kaku Kyouryoku Zangeki Taiketsu,4 Mar. 2007,8.2,(441),The battle between Zoro and Kaku rages on. Meanwhile Franky finally reaches Luffy.
2007,300,Kishin Zoro! Kihaku ga Miseta Asura no Keshin,11 Mar. 2007,9.2,"(1,669)","Zoro finally defeats Kaku with his new technique, Asura, meanwhile Luffy activates Gear Second in his fight against Rob Lucci, who in turn transforms into his half-leopard form."
2007,301,Spandam Kyougaku! Shihou no Tou ni Tatsu Eiyuu,18 Mar. 2007,9.2,"(1,596)","Robin finds out that Spandam is the son of Spandine, the man who invoked the Buster Call on Ohara. Sogeking snipes Spandam with his Kabuto and saves Robin, while Franky releases her Seastone handcuffs."
2007,302,Robin Kaihou! Luffy Tai Lucci Choujou Kessen,25 Mar. 2007,8.1,(425),"Nico Robin and Franky take down some Marines, and while the fight between Luffy and Rob Lucci continues, the Gear Second effect finishes."
2007,303,Hannin wa Luffy Oyabun? Kieta Oozakura o Oe,1 Apr. 2007,5.9,(340),"The sakura are blooming and a festival is to be celebrated the next day. But, Ninjin is sick and cannot go to the festival. That makes Chopper and Luffy feel really sad."
2007,304,Katenakya Daremo Mamorenai! Gear Third Shidou,8 Apr. 2007,9.0,"(1,515)","The battle between Lucci and Luffy rages on. As Luffy's anger grows, he activates a new technique, Gear Third, in the battle against Lucci."
2007,305,Senritsu no Kako! Yami no Seigi to Rob Lucci,15 Apr. 2007,8.9,"(1,427)",A closer look at Rob Lucci's merciless past.
2007,306,Maboroshi no Ningyo Arawaru? Usureyuku Ishiki no Naka de,22 Apr. 2007,8.0,(420),"Franky protects Robin from Spandam's elephant sword and a mysterious mermaid appears and saves Sanji, Zono, Nami, Chopper and Usopp."
2007,307,Houka ni Shizumu Shima! Franky Munen no Sakebi,29 Apr. 2007,8.2,(586),Enies Lobby is raged by fire and Franky farewells his nakama. Luffy prepares his decisive attack against Rucchi.
2007,308,Luffy o Mate! Tamerai no Hashi no Shitou!,6 May 2007,9.0,"(1,483)",The Straw Hat Crew prepares to defend the ship at the Hesitation Bridge from the attack of the Marines. Luffy is fighting with Rucchi and he is running out of strength.
2007,309,Kobushi ni Kometa Omoi! Luffy Konshin no Gatling,13 May 2007,9.5,"(2,707)","""Luffy Vs Lucci: The Final Round"". On the Hesitation Bridge, Zoro and rest of The Straw Hat Crew engage marines."
2007,310,"Tomo, Umi yori Kitaru! Mugiwara Ichimi Saikyou no Kizuna",20 May 2007,9.1,"(1,535)","Luffy, after finally defeating Rob Lucci, is unable to move after his battle. The Franky Family, along with the Galley-La Company, Yokozuna, Oimo and Kashi are still alive after their Buster Call encounter. When all hope seems lost, the Straw Hats hear a familiar voice that tells them to jump into the sea; the voice belongs to the Going Merry."
2007,311,Zen'in Dai Dasshutsu! Shousha no Michi wa Kaizoku no Tame ni,27 May 2007,9.0,"(1,441)",Monkey D. Luffy is a boy on a path to becoming the Pirate king.
2007,312,Arigatou Merry! Yuki ni Kemuru Wakare no Umi,3 Jun. 2007,9.6,"(2,958)",The crew must finally say goodbye to their ship merry.
2007,313,Yaburareta Ansoku! Ai no Kobushi o Motsu Kaigun Chuujou,10 Jun. 2007,8.7,"(1,052)","Upon their return from Enies Lobby, the Straw Hats rest in Water 7, where their new ship is being built by Franky and the Galley-La Company. Suddenly, they are attacked by Marine Vice-Admiral Garp, whom Luffy calls Grandpa."
2007,314,Saikyou no Kakei? Akasareta Luffy no Chichi!,17 Jun. 2007,9.1,"(1,639)","Revelations continue as Garp sheds light on Luffy's early childhood, the whereabouts of Shanks, and the identity of Luffy's father, Monkey D. Dragon. Meanwhile, two young marines, under the Vice-Admiral's command, have a joyful reunion with members of the Straw Hats."
2007,315,Sono Na wa Shinsekai! Grand Line no Yukue,24 Jun. 2007,8.2,(453),"While everybody is busy celebrating their huge victory at Enies Lobby, Robin is confronted by Aokiji."
2007,316,Shanks Ugoku! Bousou Suru Jidai e no Kusabi,1 Jul. 2007,9.1,"(1,668)",Shanks meets up with Whitebeard despite all the efforts made by the World Government to avoid it. His main reason for the meeting: a request to stop Ace from chasing after his former-crew mate Blackbeard.
2007,317,Yagara o Sagasu Shoujo! Mizu no Miyako Daisousasen,8 Jul. 2007,6.3,(336),"While walking around Water 7, Luffy and Chopper meet a young girl named Abi, who's searching for her pet Aobire that has been missing during the Aqua Laguna incident."
2007,318,Haha wa Tsuyoshi! Zoro no Dotabata Kaji Tetsudai,15 Jul. 2007,6.1,(358),"After being denied from various Sword Shops to get Yubashiri repaired, Zoro is tricked into becoming the new ""Big Brother"" to the Family of Aunt."
2007,319,Sanji Shougeki! Nazo no Jii-san to Gekiuma Ryouri,22 Jul. 2007,6.6,(333),"While out shopping with Chimney, Sanji is persuaded by her to go to a good cook, whom she calls grandpa. The old man teaches Sanji the reason why his food tastes so good, salt which is produced by the Aqua Laguna."
2007,320,Tsui ni Zen'in Shoukin Kubi! 6-okugoe no Ichimi!,19 Aug. 2007,8.0,(421),"While Usopp plots to get back in the Straw Hat Pirates, Franky, Iceburg and the Galley-La foremen are hard at work putting the finishing touches on the new ship."
2007,321,Umi o Nozomu Hyakujuu no Ou! Yume no Fune Doudou Kansei!,26 Aug. 2007,7.9,(395),"Soon after Sanji, Nami, and Chopper complain and object their new bounties, the Straw Hat Pirates depart to see Iceburg and their new ship."
2007,322,Saraba Itoshiki Kobun-tachi! Franky Tatsu,2 Sep. 2007,8.0,(402),"Franky has chased his swim briefs to the Straw Hats' new ship , but still refuses to go with them, necessitating some extra...""persuasion"" from Robin and Iceburg ."
2007,323,Shukkou Mizu no Miyako! Otoko Usopp Kettou no Kejime,9 Sep. 2007,8.2,(431),"The departure of the Straw Hats from Water 7 is hastened when Vice Admiral Garp, under watch from Aokiji, comes to attack them. Usopp has to do some soul-searching to realize what he really needs to do to rejoin the crew."
2007,324,Meguru Tehaisho! Kokyou wa Odoru Fune wa Susumu!,16 Sep. 2007,8.1,(414),The Thousand Sunny finally gets its name and the Straw Hat Pirates make their getaway from Vice Admiral Garp as their hometowns get word of their new bounties.
2007,325,Saikyou no Nouryoku! Ace o Osou Kurohige no Yami,23 Sep. 2007,9.2,"(1,671)","Three days before Luffy left Water 7, Ace finally catches up to Blackbeard on Banaro Island, but his attempt to fight him reveals Teach's darkest secret: the control of the Yami Yami no Mi, said to be the most evil of the Devil Fruits."
2007,326,Nazo no Kaizoku Goikkou! Sunny-gou to Kiken na Wana,14 Oct. 2007,6.8,(312),"After departing Water 7, the Straw Hats find a lone ship, badly damaged with no sail and flag. They decide to approach to check if everything is all right."
2007,327,Sunny-gou Pinch! Unare Chousoku no Himitsu Mecha,21 Oct. 2007,6.3,(316),"The Straw Hats find themselves surrounded by a fleet of Marine ships, which is actually a trap. They escape using the Soldier Dock System, with the tattered pirate ship in tow."
2007,328,Shinsekai ni Shizumu Yume! Shitsui no Kaizoku Puzzle,28 Oct. 2007,6.4,(316),"Trapped by moving icebergs, the Straw Hats try to figure a way out avoiding numerous dangers as the Bounty Hunters draw closer. The captain of the Phoenix Pirates, Puzzle awakens after Chopper's treatment."
2007,329,Osoikuru Shikaku-tachi! Hyoujou Dai Battle Kaishi,4 Nov. 2007,6.6,(311),"Using the Shark Submerge III, Nami and Franky find out that penguins are moving the icebergs. Afterwards, they are attacked by Hockera. Usopp and Sanji are knocked off the Thousand Sunny by an iceberg,"
2007,330,Dai Kusen Mugiwara Ichimi! Hata ni Kakeru Kaizoku Tamashii,11 Nov. 2007,6.4,(308),"The fights continue with Luffy, distracted due to the lost flag, has initial trouble with Brindo, but the Phoenix Pirates help capture him."
2007,331,Atsukurushisa Zenkai! Semaru Futago no Jiryoku Power,18 Nov. 2007,6.5,(311),The fight against the Accino brothers continues while Zoro accidentally arrives to Lovely Land and meets Papa.
2007,332,Dai Konran no Yakata! Ikaru Don to Toraware no Ichimi,25 Nov. 2007,6.5,(308),"Zoro, Nami, Sanji, Usopp and Franky gather in the ice cell where the Accino brothers left them. Robin manages Lil to get them coke and Franky sets them free. Luffy and Chopper head to Lovely land."
2007,333,Fushichou Futatabi! Tomo ni Chikau Kaizokuki no Yume,2 Dec. 2007,6.4,(311),"The crew decides to fool Luffy so they can recover the flag. Robin and Zoro go for it but Robin gets into trouble, while the Accino family is defeated. Don Accino goes mad when he sees his children beaten."
2007,334,Atsu Atsu Choukessen! Luffy VS Shakunetsu no Don,9 Dec. 2007,6.7,(306),The crew goes into the mansion to get the flag back while Luffy finds a way to fight Don Accino. Robin gives Lil hope.
2007,335,Shin Sekai de Matsu! Isamashiki Kaizoku to no Wakare,16 Dec. 2007,6.6,(307),Luffy defeats Don Accino while the crew succeeds in the restoring of the flag before Luffy notices. Campaccino comes for revenge and the Straw Hat pirates farewell the Phoenix.
2007,336,Shutsudou Chopperman! Mamore Nagisa no TV-kyoku,23 Dec. 2007,5.3,(458),The adventures of Chopperman the hero and his battle against evil Usodabada.
2008,3,Mogan tai Rufi! Nazo no Bishojo wa Dare?,24 Nov. 1999,7.6,"(1,352)","Luffy convinces Zoro to join her crew, but they must defeat Captain Morgan first. Meanwhile, Koby is accepted as a marine."
2008,157,Dasshutsu Naru ka!? Ugokihajimeta Kami no Shiren!,15 Jun. 2003,7.4,(454),"While the crew is preparing to leave Skypeia, Luffy, Ussop and Sanji go back to Pagaya's house seeking food and materials. The ship is trapped by a giant crab, and carried to the Upper Yard."
2008,158,Lovely-doori no Wana! Zennounaru God Enel,22 Jun. 2003,7.6,(453),"Conis reveals her true intentions and Enel unleash his rage. Luffy, Sanji and Usopp sail towards the Upper Yard."
2008,159,Susume Karasumaru! Ikenie no Saidan o Mezase,6 Jul. 2003,7.6,(449),"Luffy, Sanji and Usopp sail along the Milky Road and face different kinds of traps. The rest of the crew is caught at the Sacrificial Altar, where Chopper repairs the Going Merry while Robin, Zoro and Nami go into the sacred jungle."
2008,160,Seizonritsu 10%! Mantra-tsukai no Shinkan Satori!,13 Jul. 2003,7.6,(451),"Luffy, Sanji and Usopp meet Priest Satori and his balls. The crow boat is lost and the crew must defeat Satori and find the boat before is too late."
2008,161,"""Tama no Shiren"" no Kyoui! Mayoi no Mori no Shitou",20 Jul. 2003,7.5,(453),"Robin finds a trail hidden under the moss, while one of the Sacred Priests visits Chopper at the Altar. The fight against Satori continues."
2008,162,Chopper Ayaushi! Motokami Tai Shinkan Shura,3 Aug. 2003,7.8,(449),Gan Fall arrives to rescue Chopper from evil Priest Shura. Robin finds a pit within some ruins. Satori prepares a great surprise for Luffy.
2008,163,Makafushigi! Himo no Shiren to Koi no Shiren!?,10 Aug. 2003,7.7,(445),"Luffy and Sanji manages to defeat Satori. Meanwhile, Gan Fall is defeated and falls to the water. Even though he knows he can't swim, Chopper jumps into the water to save him."
2008,164,Shandra no Hi o Tomose! Senshi Wiper,17 Aug. 2003,7.8,(456),"Chopper and Gan Fall are saved by the Southbirds, and they tell Chopper that Gan Fall is actually the God of Skypiea. Meanwhile, Nami, Zoro and Robin find out the truth why Upper Yard is a soil island."
2008,165,Tenkuu no Ougonkyou Jaya! Mezase Kami no Yashiro!,24 Aug. 2003,7.6,(437),"The Shandians, lead by Wyper, begins to attack the Upper Yard. After knowing the truth about the island and being reunited, Straw Hat crew decide to search for the gold on the island."
2008,166,"Ougon Zen'yasai! ""Vearth"" e no Omoi!",7 Sep. 2003,7.4,(448),Straw Hat Crew sets a camp at the Upper Yard and discusses the plan for retrieving the gold. Gan Fall who is taken care of by Chopper finally wakes up and tells them all the history of Upper Yard.
2008,167,God Enel Toujou!! Ikinokori e no Aubade,21 Sep. 2003,7.5,(440),"God Enel shows himself in front of his priests, foreseeing the incoming war between Shandia, priests, and pirates from Blue Sea (a.k.a Straw Hat crew) at the Upper Yard."
2008,337,Ma no Umi Totsunyuu! Kiri ni Ukabu Nazo no Gaikotsu,6 Jan. 2008,8.2,(430),"The crew is surrounded by a dense fog and they meet skeleton Brook, who tells them his sad story."
2008,338,Hito ni Aeta Yorokobi! Gaikotsu Shinshi no Shoutai,13 Jan. 2008,8.0,(396),"Onboard the Thousand Sunny, Brook tells his story of being a musician before being killed. However, his spirit was able to reanimate his skeleton due to the power of the Yomi Yomi no Mi."
2008,339,Kai Genshou Zokuzoku! Thriller Bark Jouriku,20 Jan. 2008,7.6,(381),"After getting stranded at Thriller Bark, Chopper, Nami, and Usopp are chased by a three headed beast. Back on the boat, Luffy and the rest of the Straw Hats are terrorized by an unseen enemy!"
2008,340,Tensai to Yobareta Otoko! Hogback Arawaru!,27 Jan. 2008,7.6,(375),"Chopper, Nami, and Usopp get scared out of their minds when they encounter a graveyard full of zombies! Meanwhile, the rest of the crew gets trapped in super creepy sea web!"
2008,341,Nami Dai Pinch! Zombie Yashiki to Toumei Ningen,3 Feb. 2008,7.7,(383),"Nami, Usopp and Chopper meet Dr Hogback and they spend a crazy night in his castle. The rest of the crew is crossing the forest in order to rescue them."
2008,342,Zombie no Nazo! Akumu no Hogback Kenkyuujo,10 Feb. 2008,7.6,(372),"Escaping from the Surprise Zombies of the mansion, Nami, Chopper and Usopp discover the truth about Cindry's identity and Dr. Hogback's experiments before being approached by a mysterious samurai zombie with Brook's voice."
2008,343,Sono Na wa Moriah! Kage o Nigiru Dai Kaizoku no Wana,17 Feb. 2008,7.6,(358),"After beating the zombies, the Straw Hat Pirates learn that one of the Shichibukai, Gekko Moriah, has been stealing people's shadows and using them to revive zombies."
2008,344,Zombie Song no Kyouen! Youchi no Kane wa Yami no Oto,24 Feb. 2008,7.5,(365),"Usopp, Chopper, and Nami get trapped in a coffin after being slashed by a zombie samurai. Meanwhile, Luffy and the rest of the Straw Hats make short work of some haunted paintings!"
2008,345,Doubutsu Ippai? Perona no Wonder Garden,2 Mar. 2008,7.1,(357),"After awakening the General Zombies, Absalom is accosted by Lola, a zombie warthog obsessed with making him her husband. After learning that he's chosen Nami to be his bride, Lola sets her sights on the navigator."
2008,346,Kieru Mugiwara Ichimi! Arawareta Nazo no Kenshi!,9 Mar. 2008,7.6,(351),"The three remaining Straw Hats are lured by Buhichuck into a room where they are forced to face an army of armored General Zombies, but are able to handle them until the zombies are joined by a strange swordsman named Jigoro."
2008,347,Nokoru Kishidou! Nami o Mamoru Uragiri Zombie,16 Mar. 2008,7.5,(356),"A penguin zombie starts acting an awful lot like Sanji, Nami continues running for her life, and Robin and Franky buy some time by blowing up a bridge!"
2008,348,Sora kara Sanjou! Kenkyou Hanauta wa Ano Otoko!,23 Mar. 2008,7.8,(362),"Nami gives love advice to a zombie, Luffy finds himself face-to-face with Gecko Moria, and Robin gets caught in spooky spider web. Things look bleak for the Straw Hats until their skeleton friend lends a hand!"
2008,349,Luffy Kinkyuujitai! Saikyou no Kage no Ikisaki,30 Mar. 2008,7.8,(363),"Brook strikes the final blow in his battle with the spider monkey, Gecko Moria's devious plan is revealed, and Luffy's escape attempt leads to the loss of something he can't live without!"
2008,350,Majin to Yobareta Senshi!! Oz Fukkatsu no Toki,20 Apr. 2008,7.8,(356),"With Luffy's shadow, Moria and his followers head into the freezer holding his ultimate special zombie that he believes will help him gain power in the New World. At the same time Brook parts ways from Franky and Robin after giving further crucial advice regarding the zombies so he can go forth to defeat the zombie Ryuma and reclaiming his shadow from the samurai fencer."
2008,351,500-nenburi no Mezame!! Oars Kaigan!!,27 Apr. 2008,7.6,(359),"Luffy's shadow is forced into the body of a monster, Usopp and Chopper get incinerated, and Nami is kidnapped by a zombie who wants to make her his wife!"
2008,352,Shinnen no Inochigoi!! Afro o Mamoru Brook,4 May 2008,7.6,(361),"Brook confronts Ryuma, recalling his time on Thriller Bark five years prior - and his first battle with Ryuma and how he lost to a zombie with his own shadow."
2008,353,Otoko no Chikai wa Shinazu!! Tooi Sora de Matsu Tomo e,11 May 2008,8.1,(401),"Usopp, Chopper, Robin, and Franky return to the Thousand Sunny, discovering their ship had been ransacked but Luffy, Zoro, and Sanji returned to them without their shadows."
2008,354,Kanarazu Ai ni Iku!! Brook to Yakusoku no Misaki,18 May 2008,7.3,(361),"Luffy, Usopp, Sanji, and Zoro tell the rest of the crew how they got to meet Laboon as they started their new journey, while Brook reflects on his promise to return to Laboon amidst his duel with Ryuma."
2008,355,Meshi to Nami to Kage!! Luffy Ikari no Daihangeki,25 May 2008,7.7,(351),"Luffy sets out to regain his shadow and convince Brook to join the crew. Meanwhile, Sanji races to stop Nami's zombie wedding before it's too late!"
2008,356,Usopp Saikyou? Negative wa Makasetoke,1 Jun. 2008,7.6,(353),Luffy continues to take on Moriah while Chopper and Robin remain behind to take on Hogback and his loyal zombie servants.
2008,357,General Zombie Shunsatsu!! Oars wa Bouken Kibun!!,8 Jun. 2008,7.8,(360),"Usopp continues to stand up to Perona's Negative Hollows while wiping out Wild Zombies, while Brook is held at the mercy of Ryuma, who finally proves his superiority over the original by defeating the skeleton in battle before Zoro arrival."
2008,358,Honoo no Knight Sanji!! Keritsubuse Itsuwari no Kyoshiki,15 Jun. 2008,7.6,(353),"Luffy attempts to attack Gekko Moriah, but instead is forced to face his shadow clone: Doppelman, while Usopp continues to maneuver around the Wild Zombies to get to Perona only to now face Kumashi's wrath."
2008,359,Suke Suke no Innen? Ubawareta Sanji no Yume,22 Jun. 2008,7.6,(364),"Sanji finally gets to the chapel where Absalom is about to marry Nami, where he reveals his dreams. Usopp is still trying to catch the Ghost Princess, while Luffy can't get rid of Moria's shadow."
2008,360,Tasukete Hero!? Teki wa Fujimi no Princess,29 Jun. 2008,7.8,(359),"Usopp evades Kumashi and keeps chasing Perona, but she seems to be untouchable. Sogeking comes to help him and together they discover the Ghost Princess' weak point."
2008,361,Perona Kyoufu!? Uso no U wa Usopp no U,6 Jul. 2008,7.8,(363),Usopp defeats Perona using his negativeness and his lies. Sanji and Luffy's zombies finally surrender to Moria. Battle between Zoro and Brook's zombie seems to be through.
2008,362,Yane ni Mau Zangeki!! Kecchaku Zoro Tai Ryuuma,13 Jul. 2008,8.1,(405),Zoro defeats Ryuma and the former samurai gives him his sword. Oz is approaching while Luffy can not find a way to attack Moria.
2008,363,Chopper Gekido!! Hogback Ma no Ijutsu,20 Jul. 2008,7.6,(348),Dr Hogback tells Chopper how he met Cindri. Chopper goes mad and bids Cindry to rebel against her zombie nature. Robin fools Hogback so he makes Sanji and Zoro's zombies fall from the tower. Luffy finally faces Oz.
2008,364,Oz Hoeru!! Detekoi Mugiwara no Ichimi,3 Aug. 2008,7.3,(353),"Moria's mansion is reduced to ruins as the zombie with Luffy's shadow stalks the Straw Hats! As the walls come tumbling down, Chopper puts the hurt on Hogback, and Nami vanishes right before Sanji's eyes!"
2008,365,Teki wa Luffy!! Saikyou Zombie Tai Mugiwara no Ichimi,10 Aug. 2008,7.6,(352),"One by one, the Straw Hats attack Oars, but the monstrous zombie appears too powerful to be defeated. Luffy's got his sights set on Moria, but he'd better hurry if he wants to save his crew!"
2008,366,Taorero Absalom!! Nami Yuujou no Raigeki!!,17 Aug. 2008,7.6,(351),Absalom is about to kiss Nami when she wakes up and suddenly Lola appears and pretends to fight Nami so she can escape. Absalom falls under Nami's lightning bolt while the rest of the straw hat crew is gathering to stop Oz.
2008,367,Ubae Down!! Hissatsu Mugiwara Docking?,23 Aug. 2008,8.1,(372),"In order to fight Oz, Franky summons the docking strategy, but Robin won't cooperate. The crew must find a way to take down Oz all together. Perona's zombies find an unknown Kuma man in the Sunny."
2008,368,Ashioto Naki Shuurai!! Nazo no Boumonsha: Boukun Kuma,30 Aug. 2008,7.9,(363),Battle to knock down Oz continues and Luffy finally realizes he was pursuing Moria's shadow. Nami meets Kuma the tyrant.
2008,369,Oars Plus Moriah: Chikara to Zunou no Saikyou Gattai,7 Sep. 2008,8.0,(370),Figth against Oz continues while Luffy is returning to the mansion yard. Kuma tells Moria about the new Shichibukai Blackbeard. Moria joins Oz and he demonstrate his intelligence. Brooks appears carrying salt.
2008,370,Gyakuten e no Hisaku: Nightmare Luffy Kenzan,14 Sep. 2008,7.9,(367),Luffy is returning to the mansion when he is stopped by a group of shadowless survivors. The straw hat pirates are in trouble while Moria seems to be winning the battle. Nightmaere Luffy must come into action.
2008,371,"Kaimetsu, Mugiwara Ichimi: Kagekage no Chikara Zenkai",21 Sep. 2008,8.1,(371),"The crew makes its best to defeat the Special Zombie but they are overpowered by his force. Chopper finds a weak point when he deduces how Oz died. Only Zoro, Chopper and Nami are still standing."
